,trade_date,buy_date,sell_date,buy_price,sell_price,return,holding_period_hours
0,2025-09-08,2025-09-08 00:00:00-04:00,2025-09-09 00:00:00-04:00,63.70000076293945,64.0999984741211,0.00627939884444018,17.5
1,2025-09-09,2025-09-09 00:00:00-04:00,2025-09-10 00:00:00-04:00,63.220001220703125,64.5999984741211,0.021828491407337253,17.5
2,2025-09-10,2025-09-10 00:00:00-04:00,2025-09-11 00:00:00-04:00,64.52999877929688,64.625,0.0014722024252324052,17.5
3,2025-09-11,2025-09-11 00:00:00-04:00,2025-09-12 00:00:00-04:00,65.02999877929688,65.31999969482422,0.004459494402138436,17.5
4,2025-09-12,2025-09-12 00:00:00-04:00,2025-09-15 00:00:00-04:00,66.37999725341797,65.36000061035156,-0.01536602418304387,17.5
5,2025-09-15,2025-09-15 00:00:00-04:00,2025-09-16 00:00:00-04:00,65.5,65.56999969482422,0.001068697630904103,17.5
6,2025-09-16,2025-09-16 00:00:00-04:00,2025-09-17 00:00:00-04:00,66.37000274658203,66.02999877929688,-0.005122856007455356,17.5
7,2025-09-17,2025-09-17 00:00:00-04:00,2025-09-18 00:00:00-04:00,65.66999816894531,66.7300033569336,0.016141392074677217,17.5
8,2025-09-18,2025-09-18 00:00:00-04:00,2025-09-19 00:00:00-04:00,66.75,66.01000213623047,-0.011086110318644662,17.5
9,2025-09-19,2025-09-19 00:00:00-04:00,2025-09-22 00:00:00-04:00,65.37000274658203,64.17500305175781,-0.01828055139383792,17.5
10,2025-09-22,2025-09-22 00:00:00-04:00,2025-09-23 00:00:00-04:00,63.650001525878906,64.16000366210938,0.008012602105329272,17.5
11,2025-09-23,2025-09-23 00:00:00-04:00,2025-09-24 00:00:00-04:00,63.40999984741211,64.19999694824219,0.012458557053005883,17.5
12,2025-09-24,2025-09-24 00:00:00-04:00,2025-09-25 00:00:00-04:00,64.41999816894531,63.380001068115234,-0.01614401009609816,17.5
13,2025-09-25,2025-09-25 00:00:00-04:00,2025-09-26 00:00:00-04:00,62.099998474121094,62.0099983215332,-0.001449277855061403,17.5
14,2025-09-26,2025-09-26 00:00:00-04:00,2025-09-29 00:00:00-04:00,61.939998626708984,63.720001220703125,0.028737530407800017,17.5
15,2025-09-29,2025-09-29 00:00:00-04:00,2025-09-30 00:00:00-04:00,64.97000122070312,64.4000015258789,-0.008773275113354692,17.5
16,2025-09-30,2025-09-30 00:00:00-04:00,2025-10-01 00:00:00-04:00,65.0,66.30000305175781,0.02000004695012019,17.5
17,2025-10-01,2025-10-01 00:00:00-04:00,2025-10-02 00:00:00-04:00,66.73999786376953,67.76000213623047,0.015283252998344144,17.5
18,2025-10-02,2025-10-02 00:00:00-04:00,2025-10-03 00:00:00-04:00,68.7699966430664,68.6050033569336,-0.0023992045104956044,17.5
19,2025-10-03,2025-10-03 00:00:00-04:00,2025-10-06 00:00:00-04:00,69.80999755859375,71.01000213623047,0.017189580570168575,17.5
20,2025-10-06,2025-10-06 00:00:00-04:00,2025-10-07 00:00:00-04:00,71.29000091552734,70.97000122070312,-0.0044887037552908925,17.5
21,2025-10-07,2025-10-07 00:00:00-04:00,2025-10-08 00:00:00-04:00,69.12999725341797,69.58000183105469,0.0065095413787893555,17.5
22,2025-10-08,2025-10-08 00:00:00-04:00,2025-10-09 00:00:00-04:00,70.05999755859375,70.1500015258789,0.0012846698604275946,17.5
23,2025-10-09,2025-10-09 00:00:00-04:00,2025-10-10 00:00:00-04:00,68.73999786376953,69.31999969482422,0.008437617821928771,17.5
24,2025-10-10,2025-10-10 00:00:00-04:00,2025-10-13 00:00:00-04:00,66.19999694824219,64.95999908447266,-0.018731086418916475,17.5
25,2025-10-13,2025-10-13 00:00:00-04:00,2025-10-14 00:00:00-04:00,65.80999755859375,62.90999984741211,-0.044066218185156984,17.5
26,2025-10-14,2025-10-14 00:00:00-04:00,2025-10-15 00:00:00-04:00,63.90999984741211,63.290000915527344,-0.009701125541621653,17.5
27,2025-10-15,2025-10-15 00:00:00-04:00,2025-10-16 00:00:00-04:00,63.16999816894531,63.095001220703125,-0.0011872241636229203,17.5
28,2025-10-16,2025-10-16 00:00:00-04:00,2025-10-17 00:00:00-04:00,61.43000030517578,59.88999938964844,-0.025069199216617797,17.5
29,2025-10-17,2025-10-17 00:00:00-04:00,2025-10-20 00:00:00-04:00,60.470001220703125,62.880001068115234,0.03985446996463756,17.5
30,2025-10-20,2025-10-20 00:00:00-04:00,2025-10-21 00:00:00-04:00,62.93000030517578,61.72999954223633,-0.019068818641667113,17.5
31,2025-10-21,2025-10-21 00:00:00-04:00,2025-10-22 00:00:00-04:00,63.4900016784668,61.41999816894531,-0.03260361403051505,17.5
32,2025-10-22,2025-10-22 00:00:00-04:00,2025-10-23 00:00:00-04:00,61.209999084472656,61.959999084472656,0.012252900036233704,17.5
33,2025-10-23,2025-10-23 00:00:00-04:00,2025-10-24 00:00:00-04:00,62.560001373291016,63.16999816894531,0.009750587951788715,17.5
34,2025-10-24,2025-10-24 00:00:00-04:00,2025-10-27 00:00:00-04:00,62.83000183105469,65.375,0.04050609732255982,17.5
35,2025-10-27,2025-10-27 00:00:00-04:00,2025-10-28 00:00:00-04:00,65.27999877929688,65.3499984741211,0.0010722992667459837,17.5
36,2025-10-28,2025-10-28 00:00:00-04:00,2025-10-29 00:00:00-04:00,64.48999786376953,64.48500061035156,-7.748881351376514e-05,17.5
37,2025-10-29,2025-10-29 00:00:00-04:00,2025-10-30 00:00:00-04:00,62.75,61.529998779296875,-0.019442250529133467,17.5
38,2025-10-30,2025-10-30 00:00:00-04:00,2025-10-31 00:00:00-04:00,60.400001525878906,62.349998474121094,0.03228471687052349,17.5
39,2025-10-31,2025-10-31 00:00:00-04:00,2025-11-03 00:00:00-05:00,62.29999923706055,61.01499938964844,-0.020626001013619572,17.5
40,2025-11-03,2025-11-03 00:00:00-05:00,2025-11-04 00:00:00-05:00,60.529998779296875,58.880001068115234,-0.02725917304571284,17.5
41,2025-11-04,2025-11-04 00:00:00-05:00,2025-11-05 00:00:00-05:00,57.18000030517578,58.255001068115234,0.018800293060546678,17.5
42,2025-11-05,2025-11-05 00:00:00-05:00,2025-11-06 00:00:00-05:00,58.91999816894531,58.400001525878906,-0.008825469436970866,17.5
43,2025-11-06,2025-11-06 00:00:00-05:00,2025-11-07 00:00:00-05:00,57.2599983215332,56.880001068115234,-0.006636347617129897,17.5
44,2025-11-07,2025-11-07 00:00:00-05:00,2025-11-10 00:00:00-05:00,58.880001068115234,60.29899978637695,0.024099841924597663,17.5
45,2025-11-10,2025-11-10 00:00:00-05:00,2025-11-11 00:00:00-05:00,60.189998626708984,59.33000183105469,-0.014288034811030515,17.5
46,2025-11-11,2025-11-11 00:00:00-05:00,2025-11-12 00:00:00-05:00,58.349998474121094,59.470001220703125,0.019194563425374647,17.5
47,2025-11-12,2025-11-12 00:00:00-05:00,2025-11-13 00:00:00-05:00,57.59000015258789,58.119998931884766,0.009202965408796908,17.5
48,2025-11-13,2025-11-13 00:00:00-05:00,2025-11-14 00:00:00-05:00,55.59000015258789,54.09000015258789,-0.026983270298303285,17.5
