Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,peg_distance,daily_return,dow,week_of_month,btc_close,btc_return
2025-11-04 00:00:00-05:00,99.69999694824219,100.13999938964844,99.55000305175781,99.73999786376953,1518000,0.0,0.0,-0.26000213623046875,0.0013050622690635727,1,1,101590.5234375,-0.046523840630681046
2025-11-05 00:00:00-05:00,100.19000244140625,100.19000244140625,99.87999725341797,100.01000213623047,1016000,0.0,0.0,0.01000213623046875,0.002707081193542127,2,1,103891.8359375,0.02265282648549194
2025-11-06 00:00:00-05:00,100.18000030517578,100.19999694824219,99.8550033569336,99.88999938964844,1218800,0.0,0.0,-0.1100006103515625,-0.0011999074494425388,3,1,101301.2890625,-0.02493503798083263
2025-11-07 00:00:00-05:00,100.04000091552734,100.05000305175781,99.16000366210938,99.18000030517578,1508000,0.0,0.0,-0.8199996948242188,-0.0071078094785356205,4,1,103372.40625,0.020445121741957006
2025-11-10 00:00:00-05:00,99.83999633789062,100.02999877929688,99.69999694824219,99.95999908447266,1214900,0.0,0.0,-0.04000091552734375,0.007864476476072024,0,2,105996.59375,0.025385763911246917
2025-11-11 00:00:00-05:00,100.06999969482422,100.06999969482422,99.94000244140625,100.0,766500,0.0,0.0,0.0,0.0004001692266277779,1,2,102997.46875,-0.028294541304540788
2025-11-12 00:00:00-05:00,100.0199966430664,100.0999984741211,99.94999694824219,100.01000213623047,1776400,0.0,0.0,0.01000213623046875,0.00010002136230458092,2,2,101663.1875,-0.012954505253314763
2025-11-13 00:00:00-05:00,100.02999877929688,100.06600189208984,97.81999969482422,98.625,2691900,0.0,0.0,-1.375,-0.013848636202845599,3,2,99697.4921875,-0.01933536967351135
2025-11-14 00:00:00-05:00,98.0,99.41000366210938,97.08000183105469,97.76000213623047,1976800,0.875,0.0,-2.2399978637695312,-0.008770574030616318,4,2,94397.7890625,-0.053157837862490065
2025-11-17 00:00:00-05:00,98.18000030517578,98.4000015258789,92.47200012207031,94.58000183105469,2884000,0.0,0.0,-5.4199981689453125,-0.03252864398206934,0,3,92093.875,-0.024406440928130158
2025-11-18 00:00:00-05:00,94.87000274658203,97.0999984741211,94.31500244140625,96.38999938964844,1395600,0.0,0.0,-3.6100006103515625,0.019137212133141013,1,3,92948.875,0.009284005043766586
2025-11-19 00:00:00-05:00,96.77999877929688,96.9000015258789,91.12999725341797,94.58999633789062,2099100,0.0,0.0,-5.410003662109375,-0.018674168099964916,2,3,91465.9921875,-0.015953746750565823
2025-11-20 00:00:00-05:00,95.98999786376953,96.5,90.68000030517578,92.79000091552734,1835700,0.0,0.0,-7.209999084472656,-0.019029448060589926,3,3,86631.8984375,-0.05285126891851111
2025-11-21 00:00:00-05:00,90.63999938964844,95.88999938964844,90.5199966430664,95.37999725341797,2306300,0.0,0.0,-4.620002746582031,0.027912450828063484,4,3,85090.6875,-0.017790340109098413
2025-11-24 00:00:00-05:00,95.66000366210938,97.58999633789062,95.4000015258789,96.37999725341797,1098600,0.0,0.0,-3.6200027465820312,0.010484378578278442,0,4,88270.5625,0.03737042317351125
2025-11-25 00:00:00-05:00,96.38999938964844,97.23999786376953,95.69999694824219,96.29000091552734,558400,0.0,0.0,-3.7099990844726562,-0.0009337657237526997,1,4,87341.890625,-0.010520742688141405
2025-11-26 00:00:00-05:00,97.19000244140625,97.56999969482422,96.69000244140625,97.16999816894531,545700,0.0,0.0,-2.8300018310546875,0.009139030481368104,2,4,90518.3671875,0.03636830551491177
2025-11-28 00:00:00-05:00,97.83999633789062,97.91000366210938,96.5999984741211,96.66000366210938,523500,0.0,0.0,-3.339996337890625,-0.005248477065413093,4,4,90919.265625,0.004428918129616433
2025-12-01 00:00:00-05:00,96.1500015258789,96.94000244140625,95.56999969482422,96.41000366210938,988500,0.0,0.0,-3.589996337890625,-0.002586385169960459,0,1,86321.5703125,-0.05056898866147219
2025-12-02 00:00:00-05:00,97.27999877929688,98.0,97.25,97.80000305175781,773400,0.0,0.0,-2.1999969482421875,0.014417584657708371,1,1,91350.203125,0.05825464938016567
2025-12-03 00:00:00-05:00,98.5,98.69999694824219,98.0999984741211,98.19999694824219,597100,0.0,0.0,-1.8000030517578125,0.004089917014344913,2,1,93527.8046875,0.023837949867722363
2025-12-04 00:00:00-05:00,98.5999984741211,98.70999908447266,97.87000274658203,98.19999694824219,518800,0.0,0.0,-1.8000030517578125,0.0,3,1,92141.625,-0.014821043775501641
2025-12-05 00:00:00-05:00,98.25,98.25,97.69599914550781,98.19000244140625,561500,0.0,0.0,-1.80999755859375,-0.00010177705851865948,4,1,89387.7578125,-0.029887330373216225
2025-12-08 00:00:00-05:00,98.58000183105469,98.79000091552734,98.45999908447266,98.52999877929688,550000,0.0,0.0,-1.470001220703125,0.0034626370245129934,0,2,90640.203125,0.01401137407571107
2025-12-09 00:00:00-05:00,98.7300033569336,99.08999633789062,98.6500015258789,99.08999633789062,507900,0.0,0.0,-0.910003662109375,0.005683523450031869,1,2,92691.7109375,0.022633530616329445
2025-12-10 00:00:00-05:00,99.45999908447266,99.45999908447266,98.93000030517578,98.9800033569336,685700,0.0,0.0,-1.0199966430664062,-0.001110031133536027,2,2,92020.9453125,-0.007236522211271801
2025-12-11 00:00:00-05:00,99.0,99.4000015258789,98.97000122070312,99.06999969482422,608000,0.0,0.0,-0.9300003051757812,0.0009092375716142076,3,2,92511.3359375,0.005329119618741718
2025-12-12 00:00:00-05:00,99.27999877929688,99.30000305175781,98.93000030517578,99.05999755859375,828800,0.0,0.0,-0.94000244140625,-0.0001009602933408349,4,2,90270.4140625,-0.024223213861206738
2025-12-15 00:00:00-05:00,98.75,98.83000183105469,97.0999984741211,97.69999694824219,821400,0.896,0.0,-2.3000030517578125,-0.013729059598927673,0,3,86419.78125,-0.042656642849050797
2025-12-16 00:00:00-05:00,98.0,98.16999816894531,97.66000366210938,97.83999633789062,389400,0.0,0.0,-2.160003662109375,0.0014329518323588086,1,3,87843.984375,0.01648005936140917
2025-12-17 00:00:00-05:00,98.18000030517578,98.19999694824219,97.23999786376953,97.33000183105469,536100,0.0,0.0,-2.6699981689453125,-0.005212536037661586,2,3,86143.7578125,-0.01935507109105894
2025-12-18 00:00:00-05:00,98.08999633789062,98.30400085449219,97.66000366210938,97.9000015258789,326100,0.0,0.0,-2.0999984741210938,0.005856361698355128,3,3,85462.5078125,-0.007908292107279613
2025-12-19 00:00:00-05:00,98.19999694824219,98.73999786376953,98.05799865722656,98.73999786376953,421000,0.0,0.0,-1.2600021362304688,0.008580146320718685,4,3,88103.3828125,0.03090097713717843
2025-12-22 00:00:00-05:00,98.81999969482422,99.00499725341797,98.62999725341797,98.94000244140625,458000,0.0,0.0,-1.05999755859375,0.002025567976137399,0,4,88490.015625,0.004388399175577984
2025-12-23 00:00:00-05:00,98.95999908447266,99.02999877929688,98.6500015258789,99.0,495300,0.0,0.0,-1.0,0.0006064034476780389,1,4,87414.0,-0.01215974047919599
2025-12-24 00:00:00-05:00,99.0,99.02999877929688,98.9000015258789,98.95999908447266,200700,0.0,0.0,-1.0400009155273438,-0.00040404965179130503,2,4,87611.9609375,0.0022646365284737513
2025-12-26 00:00:00-05:00,99.0,99.1500015258789,98.68000030517578,99.1500015258789,384700,0.0,0.0,-0.8499984741210938,0.0019199923521024953,4,4,87301.4296875,-0.0035443933302842234
2025-12-29 00:00:00-05:00,99.0,99.0999984741211,98.61000061035156,98.79000091552734,527300,0.0,0.0,-1.2099990844726562,-0.00363086842976601,0,5,87138.140625,-0.0018704053654620134
2025-12-30 00:00:00-05:00,99.0,99.18000030517578,98.86000061035156,98.9800033569336,334800,0.0,0.0,-1.0199966430664062,0.0019232962814599297,1,5,88430.1328125,0.014826942349620564
2025-12-31 00:00:00-05:00,99.18000030517578,99.18000030517578,98.6500015258789,98.79499816894531,580300,0.0,0.0,-1.2050018310546875,-0.0018691168085853693,2,5,87508.828125,-0.01041844740246467
2026-01-02 00:00:00-05:00,99.16000366210938,99.68000030517578,98.83999633789062,99.66999816894531,829700,0.0,0.0,-0.3300018310546875,0.008856723682546086,4,1,89944.6953125,0.027835673722204746
2026-01-05 00:00:00-05:00,99.8499984741211,99.97000122070312,99.69999694824219,99.93000030517578,859400,0.0,0.0,-0.06999969482421875,0.002608629888702918,0,1,93882.5546875,0.043780896264292934
2026-01-06 00:00:00-05:00,99.94999694824219,99.98999786376953,99.86000061035156,99.97000122070312,516300,0.0,0.0,-0.029998779296875,0.0004002893566015242,1,1,93729.03125,-0.0016352711961346023
2026-01-07 00:00:00-05:00,100.0199966430664,100.06999969482422,99.98999786376953,99.98999786376953,771400,0.0,0.0,-0.01000213623046875,0.00020002643615324445,2,1,91308.0546875,-0.025829527204251357
2026-01-08 00:00:00-05:00,99.98999786376953,100.08999633789062,99.9800033569336,100.02999877929688,811100,0.0,0.0,0.029998779296875,0.00040004916873637164,3,2,91027.125,-0.003076724046541912
2026-01-09 00:00:00-05:00,100.11000061035156,100.1500015258789,100.0,100.02999877929688,1169100,0.0,0.0,0.029998779296875,0.0,4,2,90513.1015625,-0.005646925984974294
2026-01-12 00:00:00-05:00,100.01000213623047,100.12000274658203,100.0,100.06999969482422,1765300,0.0,0.0,0.06999969482421875,0.0003998891933969517,0,2,91192.9921875,0.00751151615913348
2026-01-13 00:00:00-05:00,100.30999755859375,100.41799926757812,100.0,100.0199966430664,1753700,0.0,0.0,0.01999664306640625,-0.0004996807425832195,1,2,95321.78125,0.04527528885126264
2026-01-14 00:00:00-05:00,100.18000030517578,100.19000244140625,100.0,100.05000305175781,1970100,0.0,0.0,0.0500030517578125,0.0003000040961658179,2,2,96929.328125,0.016864423365986925
2026-01-15 00:00:00-05:00,99.55000305175781,99.98999786376953,99.43000030517578,99.98999786376953,1179300,0.917,0.0,-0.01000213623046875,-0.0005997519855870381,3,3,95551.1875,-0.01421799419905967
2026-01-16 00:00:00-05:00,99.98999786376953,100.04000091552734,99.87999725341797,100.01000213623047,925800,0.0,0.0,0.01000213623046875,0.0002000627351566031,4,3,95525.1171875,-0.00027284132392391136
2026-01-20 00:00:00-05:00,99.9000015258789,100.04000091552734,99.08000183105469,99.12000274658203,1696900,0.0,0.0,-0.8799972534179688,-0.008899103795999452,1,3,88310.90625,-0.07552161305742966
2026-01-21 00:00:00-05:00,99.80000305175781,99.98999786376953,99.5,99.55000305175781,1391200,0.0,0.0,-0.4499969482421875,0.004338178906987622,2,3,89376.9609375,0.012071608510981546
2026-01-22 00:00:00-05:00,99.83999633789062,99.8499984741211,99.5,99.70999908447266,943800,0.0,0.0,-0.29000091552734375,0.001607192645003419,3,4,89462.453125,0.000956534957143873
2026-01-23 00:00:00-05:00,99.83000183105469,99.94000244140625,99.25,99.5,1178300,0.0,0.0,-0.5,-0.002106098549802926,4,4,89503.875,0.00046300848627667257
2026-01-26 00:00:00-05:00,99.63999938964844,99.69000244140625,98.73500061035156,99.05000305175781,1276800,0.0,0.0,-0.9499969482421875,-0.004522582394393848,0,4,88267.140625,-0.013817662922415375
2026-01-27 00:00:00-05:00,99.30000305175781,99.38500213623047,99.0,99.16000366210938,1067800,0.0,0.0,-0.839996337890625,0.0011105563549966835,1,4,89102.5703125,0.009464787027023913
2026-01-28 00:00:00-05:00,99.43000030517578,99.5,98.8479995727539,98.98999786376953,1092400,0.0,0.0,-1.0100021362304688,-0.0017144593794000684,2,4,89184.5703125,0.0009202877056453396
2026-01-29 00:00:00-05:00,99.0,99.08999633789062,97.94999694824219,98.19000244140625,1929900,0.0,0.0,-1.80999755859375,-0.008081578337482576,3,5,84561.5859375,-0.05183614563372574
2026-01-30 00:00:00-05:00,98.37999725341797,99.43000030517578,98.25,98.98999786376953,1242000,0.0,0.0,-1.0100021362304688,0.00814742236961119,4,5,84128.65625,-0.005119696877728619
2026-02-02 00:00:00-05:00,98.3499984741211,99.43000030517578,98.30000305175781,99.05000305175781,1375600,0.0,0.0,-0.9499969482421875,0.0006061742527851965,0,1,78688.765625,-0.06466156560060354
2026-02-03 00:00:00-05:00,99.16999816894531,99.33999633789062,97.8499984741211,98.45500183105469,1510400,0.0,0.0,-1.5449981689453125,-0.006007079276839744,1,1,75633.546875,-0.03882661934945053
2026-02-04 00:00:00-05:00,98.62000274658203,98.69999694824219,97.0,97.98999786376953,1728400,0.0,0.0,-2.0100021362304688,-0.004723010092296698,2,1,73019.703125,-0.03455931736640505
2026-02-05 00:00:00-05:00,96.58999633789062,96.87000274658203,93.0999984741211,93.66999816894531,3369100,0.0,0.0,-6.3300018310546875,-0.044086129084624504,3,1,62702.09765625,-0.14129892381358544
2026-02-06 00:00:00-05:00,97.37999725341797,98.93000030517578,96.25199890136719,98.76000213623047,1916300,0.0,0.0,-1.2399978637695312,0.054339746629488594,4,1,70555.390625,0.1252476912623226
2026-02-09 00:00:00-05:00,98.9000015258789,99.72000122070312,98.33999633789062,99.72000122070312,1052000,0.0,0.0,-0.279998779296875,0.0097205251489203,0,2,70120.78125,-0.006159832312600089
2026-02-10 00:00:00-05:00,99.5,99.9000015258789,99.45999908447266,99.66999816894531,924100,0.0,0.0,-0.3300018310546875,-0.0005014345281358912,1,2,68793.9609375,-0.018921927121284043
2026-02-11 00:00:00-05:00,99.7699966430664,100.04000091552734,99.4000015258789,100.0,930400,0.0,0.0,0.0,0.0033109444879824146,2,2,66991.96875,-0.02619404614799148
2026-02-12 00:00:00-05:00,100.01000213623047,100.08999633789062,99.94999694824219,100.02999877929688,1993900,0.0,0.0,0.029998779296875,0.0002999877929688033,3,2,66221.84375,-0.011495780977477277
2026-02-13 00:00:00-05:00,99.54000091552734,99.9000015258789,99.41999816894531,99.80000305175781,1037100,0.938,0.0,-0.1999969482421875,-0.0022992675232008652,4,2,68857.84375,0.039805596623848194
2026-02-17 00:00:00-05:00,99.7300033569336,99.7699966430664,99.27100372314453,99.33000183105469,1104000,0.0,0.0,-0.6699981689453125,-0.004709430925161184,1,3,67494.21875,-0.019803480994131428
2026-02-18 00:00:00-05:00,99.44000244140625,99.62999725341797,99.31999969482422,99.5,634900,0.0,0.0,-0.5,0.0017114483621418763,2,3,66425.3203125,-0.015836888807606253
2026-02-19 00:00:00-05:00,99.4000015258789,99.69999694824219,99.19999694824219,99.66000366210938,418900,0.0,0.0,-0.339996337890625,0.0016080770061244198,3,3,66957.5234375,0.008012052068341324
