strategy,analysis_period_days,analysis_period_years,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,ibit_contribution_annual,spy_contribution_annual,spy_win_rate,spy_trading_days,spy_avg_daily_return,spy_volatility
IBIT Overnight + SPY Day Trading,699,1.9137577002053388,2.0545003040014653,0.7922428228159868,0.421475260233422,1.8322376084145535,-0.21913632873640934,0.5571725571725572,0.5068653095299125,0.050285131573132524,0.5280665280665281,481,0.00020465965649281854,0.14244785651843128
