trade_date,buy_date,sell_date,buy_price,sell_price,shares,buy_cost,sell_proceeds,gross_return,net_return,pnl,capital_before,capital_after,portfolio_value
2024-04-22,2024-04-22 00:00:00-04:00,2024-04-23 00:00:00-04:00,37.93000030517578,37.709999084472656,409,15514.921461829375,15421.847286586762,-0.005800190322516409,-0.005999010402443794,-93.07417524261291,30973.827448643133,15458.905986813757,15458.905986813757
2024-04-23,2024-04-23 00:00:00-04:00,2024-04-24 00:00:00-04:00,37.900001525878906,37.630001068115234,407,15426.843151094818,15313.878893679428,-0.007124022345469036,-0.00732257768546591,-112.96425741538951,30772.784880493185,15345.941729398368,15345.941729398368
2024-04-24,2024-04-24 00:00:00-04:00,2024-04-25 00:00:00-04:00,36.40999984741211,35.939998626708984,421,15330.142796754073,15129.226347902299,-0.012908575190135052,-0.013105973735242409,-200.91644885177448,30475.168077300666,15145.025280546593,15145.025280546593
2024-04-25,2024-04-25 00:00:00-04:00,2024-04-26 00:00:00-04:00,36.86000061035156,36.349998474121094,410,15114.111510269166,14902.009024452209,-0.013836194459726692,-0.01403340749953084,-212.1024858169567,30047.0343049988,14932.922794729637,14932.922794729637
2024-04-26,2024-04-26 00:00:00-04:00,2024-04-29 00:00:00-04:00,36.31999969482422,35.59000015258789,411,14929.01262656021,14626.027313707353,-0.020099106507987023,-0.02029506709062703,-302.98531285285753,29558.95010843699,14629.93748187678,14629.93748187678
2024-04-29,2024-04-29 00:00:00-04:00,2024-04-30 00:00:00-04:00,35.869998931884766,34.810001373291016,407,14600.549474233627,14166.25379187355,-0.029551089773005832,-0.02974516014801368,-434.29568236007617,28796.19127375033,14195.641799516703,14195.641799516703
2024-04-30,2024-04-30 00:00:00-04:00,2024-05-01 00:00:00-04:00,33.56999969482422,32.81999969482422,422,14167.956525202942,13848.654867228699,-0.022341376431875098,-0.02253688860537139,-319.3016579742434,28044.296666745402,13876.34014154246,13876.34014154246
2024-05-01,2024-05-01 00:00:00-04:00,2024-05-02 00:00:00-04:00,32.38999938964844,33.45000076293945,428,13864.306030743408,14315.168666505433,0.03272619306160848,0.03251966847545486,450.8626357620251,28191.508808047893,14327.202777304485,14327.202777304485
2024-05-02,2024-05-02 00:00:00-04:00,2024-05-03 00:00:00-04:00,33.79999923706055,34.900001525878906,423,14298.829417244338,14761.224375382233,0.03254444714934326,0.03233795890873752,462.3949581378947,29088.427152686716,14789.59773544238,14789.59773544238
2024-05-03,2024-05-03 00:00:00-04:00,2024-05-06 00:00:00-04:00,35.400001525878906,36.2400016784668,417,14763.276816355134,15110.569491850662,0.02372881684690931,0.02352409155606892,347.2926754955279,29900.16722729304,15136.890410937907,15136.890410937907
2024-05-06,2024-05-06 00:00:00-04:00,2024-05-07 00:00:00-04:00,36.0099983215332,36.209999084472656,420,15125.71171497345,15206.678795516968,0.005554034219986536,0.005352943522212313,80.96708054351802,30343.569206454875,15217.857491481425,15217.857491481425
2024-05-07,2024-05-07 00:00:00-04:00,2024-05-08 00:00:00-04:00,35.93000030517578,35.34000015258789,423,15199.909968102264,14947.325182538223,-0.016420822365061323,-0.016617518530971674,-252.58478556404043,30165.18267401965,14965.272705917385,14965.272705917385
2024-05-08,2024-05-08 00:00:00-04:00,2024-05-09 00:00:00-04:00,35.380001068115234,34.939998626708984,422,14931.853486789703,14743.204952529144,-0.01243647337825504,-0.012633966334283797,-188.64853426055925,29708.47765844653,14776.624171656826,14776.624171656826
2024-05-09,2024-05-09 00:00:00-04:00,2024-05-10 00:00:00-04:00,35.58000183105469,35.79999923706055,415,14767.177329963684,14855.513983411789,0.006183175792133962,0.005981959278626874,88.3366534481047,29632.138155068613,14864.96082510493,14864.96082510493
2024-05-10,2024-05-10 00:00:00-04:00,2024-05-13 00:00:00-04:00,34.58000183105469,35.779998779296875,429,14836.304267601014,15348.084514370728,0.03470204987567485,0.03449513015767154,511.7802467697147,30213.04533947566,15376.741071874645,15376.741071874645
2024-05-13,2024-05-13 00:00:00-04:00,2024-05-14 00:00:00-04:00,36.0,35.34000015258789,427,15373.5372,15088.671047148515,-0.018333329094780818,-0.018529642797591554,-284.8661528514858,30465.41211902316,15091.87491902316,15091.87491902316
2024-05-14,2024-05-14 00:00:00-04:00,2024-05-15 00:00:00-04:00,35.06999969482422,36.66999816894531,430,15081.607878761291,15766.52240272522,0.04562299652250149,0.04541389283356596,684.9145239639292,30858.39732174838,15776.789442987088,15776.789442987088
2024-05-15,2024-05-15 00:00:00-04:00,2024-05-16 00:00:00-04:00,37.66999816894531,37.6349983215332,418,15747.633840542603,15729.85615547104,-0.0009291173112124763,-0.0011289115083305149,-17.77768507156361,31506.645598458126,15759.011757915525,15759.011757915525
2024-05-16,2024-05-16 00:00:00-04:00,2024-05-17 00:00:00-04:00,37.150001525878906,37.84000015258789,424,15753.175807037353,16042.555648690795,0.0185733135496193,0.01836961925633873,289.3798416534428,31801.567406606322,16048.391599568968,16048.391599568968
2024-05-17,2024-05-17 00:00:00-04:00,2024-05-20 00:00:00-04:00,38.279998779296875,38.209999084472656,419,16040.923420474242,16008.388617432403,-0.001828623225089468,-0.002028237539013023,-32.53480304183904,32056.78021700137,16015.856796527129,16015.856796527129
2024-05-20,2024-05-20 00:00:00-04:00,2024-05-21 00:00:00-04:00,39.970001220703125,40.46500015258789,400,15989.599288330079,16184.381461029054,0.012384261115017748,0.012181804508455428,194.78217269897505,32200.238257556182,16210.638969226104,16210.638969226104
2024-05-21,2024-05-21 00:00:00-04:00,2024-05-22 00:00:00-04:00,39.470001220703125,39.77000045776367,410,16184.31877053833,16304.069617664338,0.007600689834871068,0.007399189846902948,119.75084712600801,32514.70858689044,16330.389816352112,16330.389816352112
2024-05-22,2024-05-22 00:00:00-04:00,2024-05-23 00:00:00-04:00,39.709999084472656,39.5099983215332,411,16322.441704680634,16236.985449219132,-0.005036534060703545,-0.005235506856611822,-85.45625546150222,32567.375265571245,16244.93356089061,16244.93356089061
2024-05-23,2024-05-23 00:00:00-04:00,2024-05-24 00:00:00-04:00,38.27000045776367,38.43000030517578,424,16228.102842111206,16292.690697381591,0.0041808164488707465,0.003980000367189112,64.58785527038526,32537.6242582722,16309.521416160995,16309.521416160995
2024-05-24,2024-05-24 00:00:00-04:00,2024-05-28 00:00:00-04:00,39.459999084472656,38.97999954223633,413,16298.609319849396,16097.129936962509,-0.012164205610060593,-0.012361753014198241,-201.47938288688783,32406.651353123503,16108.042033274107,16108.042033274107
2024-05-28,2024-05-28 00:00:00-04:00,2024-05-29 00:00:00-04:00,38.97999954223633,38.65999984741211,413,16100.349684924699,15964.983278987504,-0.008209330389485684,-0.008407668689577786,-135.36640593719494,32073.025312261612,15972.675627336912,15972.675627336912
2024-05-29,2024-05-29 00:00:00-04:00,2024-05-30 00:00:00-04:00,38.31999969482422,38.875,416,15942.71398503418,16170.3828,0.014483306617842789,0.014280430244156588,227.66881496582027,32143.05842733691,16200.344442302732,16200.344442302732
2024-05-30,2024-05-30 00:00:00-04:00,2024-05-31 00:00:00-04:00,39.15999984741211,39.16999816894531,413,16174.6972449749,16175.591522850036,0.00025531975414100686,5.5288693296245835e-05,0.8942778751370497,32375.93596515277,16201.23872017787,16201.23872017787
2024-05-31,2024-05-31 00:00:00-04:00,2024-06-03 00:00:00-04:00,38.54999923706055,39.779998779296875,420,16192.618779533386,16705.928727355957,0.031906603542908814,0.03170024285826867,513.3099478225704,32907.16744753382,16714.54866800044,16714.54866800044
2024-06-03,2024-06-03 00:00:00-04:00,2024-06-04 00:00:00-04:00,39.439998626708984,39.59000015258789,423,16684.78773103981,16744.895407538224,0.0038032842571481327,0.003602543674355015,60.10767649841364,33459.44407553866,16774.656344498853,16774.656344498853
2024-06-04,2024-06-04 00:00:00-04:00,2024-06-05 00:00:00-04:00,40.16999816894531,40.58000183105469,417,16752.56432537384,16920.16857747345,0.010206713487638177,0.010004692347054676,167.60425209960886,33694.82492197231,16942.260596598462,16942.260596598462
2024-06-05,2024-06-05 00:00:00-04:00,2024-06-06 00:00:00-04:00,40.66999816894531,40.58000183105469,416,16920.411110205077,16879.59263364258,-0.002212843421255528,-0.002412380898823365,-40.81847656249738,33821.853230241046,16901.442120035965,16901.442120035965
2024-06-06,2024-06-06 00:00:00-04:00,2024-06-07 00:00:00-04:00,40.15999984741211,40.689998626708984,420,16868.886655906677,17088.09044327545,0.013197180809527016,0.012994561635282464,219.2037873687732,33989.53256331141,17120.645907404738,17120.645907404738
2024-06-07,2024-06-07 00:00:00-04:00,2024-06-10 00:00:00-04:00,39.41999816894531,39.46500015258789,434,17109.990033242797,17126.09728521652,0.0011416028851576722,0.0009413945854106226,16.107251973724487,34246.74319262126,17136.753159378462,17136.753159378462
2024-06-10,2024-06-10 00:00:00-04:00,2024-06-11 00:00:00-04:00,39.59000015258789,38.290000915527344,432,17104.59035392456,16539.626267468262,-0.03283655549507669,-0.033029968842642816,-564.9640864562971,33676.379426846725,16571.789072922165,16571.789072922165
2024-06-11,2024-06-11 00:00:00-04:00,2024-06-12 00:00:00-04:00,38.43000030517578,39.4900016784668,431,16564.986464543916,17018.488704346848,0.02758265326238506,0.027377157281330663,453.5022398029323,33590.27777726902,17025.291312725098,17025.291312725098
2024-06-12,2024-06-12 00:00:00-04:00,2024-06-13 00:00:00-04:00,38.45000076293945,38.779998779296875,442,16996.59982725296,17139.045384503173,0.008582523011949972,0.008380826676980984,142.445557250212,34164.33669722827,17167.73686997531,17167.73686997531
2024-06-13,2024-06-13 00:00:00-04:00,2024-06-14 00:00:00-04:00,37.900001525878906,38.36000061035156,452,17132.513769766236,17336.98640385132,0.012137178521181836,0.011934771326197096,204.47263408508297,34504.72327382663,17372.209504060393,17372.209504060393
2024-06-14,2024-06-14 00:00:00-04:00,2024-06-17 00:00:00-04:00,37.29999923706055,37.3849983215332,465,17346.234095197677,17382.28581709099,0.0022787958769769313,0.0020783601613732256,36.05172189331279,34754.49532115138,17408.261225953705,17408.261225953705
2024-06-17,2024-06-17 00:00:00-04:00,2024-06-18 00:00:00-04:00,37.97999954223633,36.94900131225586,458,17396.579274323274,16920.95033675308,-0.027145819968584492,-0.027340371349452813,-475.62893757019265,34329.21156270678,16932.632288383513,16932.632288383513
2024-06-18,2024-06-18 00:00:00-04:00,2024-06-20 00:00:00-04:00,36.63999938964844,37.220001220703125,462,16929.37248598938,17193.92099990845,0.015829744561037033,0.01562659892668828,264.5485139190678,34126.553288291965,17197.18080230258,17197.18080230258
2024-06-20,2024-06-20 00:00:00-04:00,2024-06-21 00:00:00-04:00,37.040000915527344,36.209999084472656,464,17188.27908084717,16799.75943123779,-0.022408256224063613,-0.022603755022939067,-388.51964960937767,33996.94023354037,16808.661152693203,16808.661152693203
2024-06-21,2024-06-21 00:00:00-04:00,2024-06-24 00:00:00-04:00,36.58000183105469,34.869998931884766,459,16791.899862538146,16003.728976784134,-0.04674693312120642,-0.04693756467142712,-788.1708857540125,32812.39012947734,16020.49026693919,16020.49026693919
2024-06-24,2024-06-24 00:00:00-04:00,2024-06-25 00:00:00-04:00,33.76499938964844,34.8849983215332,474,16006.210171664428,16533.8356554863,0.03317041173198218,0.03296379831097796,527.6254838218701,32554.32592242549,16548.115750761062,16548.115750761062
2024-06-25,2024-06-25 00:00:00-04:00,2024-06-26 00:00:00-04:00,35.29999923706055,35.029998779296875,468,16522.05168290863,16392.400024768067,-0.007648738345586293,-0.007847188752876393,-129.6516581405631,32940.51577552913,16418.4640926205,16418.4640926205
2024-06-26,2024-06-26 00:00:00-04:00,2024-06-27 00:00:00-04:00,34.709999084472656,35.08000183105469,472,16384.75787982788,16556.105088171385,0.010659831643370745,0.010457719888217502,171.34720834350446,32974.569180791885,16589.811300964004,16589.811300964004
2024-06-27,2024-06-27 00:00:00-04:00,2024-06-28 00:00:00-04:00,34.97999954223633,35.029998779296875,474,16582.17783499832,16602.55899944458,0.0014293664298130047,0.0012291005831117083,20.38116444625848,33192.370300408584,16610.192465410262,16610.192465410262
2024-06-28,2024-06-28 00:00:00-04:00,2024-07-01 00:00:00-04:00,34.13999938964844,35.81999969482422,486,16593.698907339476,17406.778999699403,0.049209148658777443,0.04899932781113064,813.0800923599272,34016.971465109666,17423.27255777019,17423.27255777019
2024-07-01,2024-07-01 00:00:00-04:00,2024-07-02 00:00:00-04:00,36.0,35.81999969482422,483,17389.7388,17299.329746614836,-0.0050000084771050345,-0.00519898857739963,-90.40905338516313,34722.60230438503,17332.863504385026,17332.863504385026
2024-07-02,2024-07-02 00:00:00-04:00,2024-07-03 00:00:00-04:00,35.220001220703125,34.349998474121094,492,17329.973424645996,16898.509229342653,-0.02470195106269967,-0.02489699116847642,-431.4641953033424,34231.37273372768,16901.399309081684,16901.399309081684
2024-07-03,2024-07-03 00:00:00-04:00,2024-07-05 00:00:00-04:00,34.439998626708984,31.674999237060547,490,16877.28688702011,15519.197551197052,-0.08028453832469433,-0.08046846302455929,-1358.089335823057,32420.596860278736,15543.309973258627,15543.309973258627
2024-07-05,2024-07-05 00:00:00-04:00,2024-07-08 00:00:00-04:00,32.20000076293945,32.599998474121094,482,15521.95240777359,15711.627944599915,0.012422288872800818,0.012219824661447474,189.6755368263257,31254.937917858544,15732.985510084953,15732.985510084953
2024-07-08,2024-07-08 00:00:00-04:00,2024-07-09 00:00:00-04:00,32.15999984741211,32.619998931884766,489,15727.81254937706,15949.584359743882,0.014303454187039495,0.014100613780242762,221.77181036682123,31682.569869828832,15954.757320451774,15954.757320451774
2024-07-09,2024-07-09 00:00:00-04:00,2024-07-10 00:00:00-04:00,32.959999084472656,33.060001373291016,484,15954.234820840455,15999.440560606385,0.0030340501091054373,0.002833463357758743,45.20573976593005,31954.197881058157,15999.963060217704,15999.963060217704
2024-07-10,2024-07-10 00:00:00-04:00,2024-07-11 00:00:00-04:00,32.66999816894531,33.52000045776367,489,15977.22666752472,16389.641095824052,0.026017824807420247,0.02581264176076351,412.41442829933294,32389.604156041754,16412.377488517035,16412.377488517035
2024-07-11,2024-07-11 00:00:00-04:00,2024-07-12 00:00:00-04:00,32.70000076293945,32.79999923706055,501,16384.33865227089,16431.156337805558,0.0030580572412226676,0.0028574656889296707,46.81768553466827,32843.53382632259,16459.195174051703,16459.195174051703
2024-07-12,2024-07-12 00:00:00-04:00,2024-07-15 00:00:00-04:00,32.849998474121094,35.790000915527344,500,16426.641736984253,17893.210957717896,0.08949779537196494,0.08927991760066771,1466.5692207336433,34352.4061317696,17925.764394785347,17925.764394785347
2024-07-15,2024-07-15 00:00:00-04:00,2024-07-16 00:00:00-04:00,36.150001525878906,36.42499923706055,495,17896.04018038559,18028.571584882735,0.007607128618923473,0.007405627343327189,132.53140449714556,35954.33597966808,18058.295799282492,18058.295799282492
2024-07-16,2024-07-16 00:00:00-04:00,2024-07-17 00:00:00-04:00,37.16999816894531,36.869998931884766,485,18029.25185684967,17880.161287015915,-0.008071004892090347,-0.008269370854515692,-149.09056983375558,35938.45708629841,17909.205229448737,17909.205229448737
2024-07-17,2024-07-17 00:00:00-04:00,2024-07-18 00:00:00-04:00,36.84000015258789,36.994998931884766,486,17906.03049816513,17977.771523947908,0.00420735012635408,0.0040065287384676036,71.74102578277598,35886.976753396644,17980.946255231513,17980.946255231513
2024-07-18,2024-07-18 00:00:00-04:00,2024-07-19 00:00:00-04:00,36.220001220703125,36.560001373291016,496,17966.917117529298,18131.947305084228,0.009387082858339295,0.009185225627490638,165.0301875549303,36112.893560315744,18145.976442786443,18145.976442786443
2024-07-19,2024-07-19 00:00:00-04:00,2024-07-22 00:00:00-04:00,38.400001525878906,38.560001373291016,472,18126.613200286865,18198.500616128542,0.004166662527455388,0.003965849276275112,71.88741584167656,36344.477058914985,18217.86385862812,18217.86385862812
2024-07-22,2024-07-22 00:00:00-04:00,2024-07-23 00:00:00-04:00,38.93000030517578,37.95000076293945,467,18182.128173531342,17720.878091257095,-0.025173376176573937,-0.025368322006755685,-461.2500822742477,35938.74194988521,17756.61377635387,17756.61377635387
2024-07-23,2024-07-23 00:00:00-04:00,2024-07-24 00:00:00-04:00,37.34000015258789,37.9900016784668,475,17738.273722486494,18043.446272192003,0.017407646578005094,0.017204185394807996,305.1725497055086,35800.06004854587,18061.78632605938,18061.78632605938
2024-07-24,2024-07-24 00:00:00-04:00,2024-07-25 00:00:00-04:00,37.41999816894531,36.619998931884766,482,18038.242761343383,17649.07440121994,-0.021378922399960528,-0.021574627045016028,-389.16836012344356,35710.860727279316,17672.617965935937,17672.617965935937
2024-07-25,2024-07-25 00:00:00-04:00,2024-07-26 00:00:00-04:00,36.83000183105469,38.459999084472656,479,17643.3350341629,18420.497327506255,0.04425732208472418,0.0440484915033654,777.1622933433537,36093.11529344219,18449.78025927929,18449.78025927929
2024-07-26,2024-07-26 00:00:00-04:00,2024-07-29 00:00:00-04:00,38.790000915527344,39.72999954223633,475,18427.092959918977,18869.862607584,0.024233013779917444,0.024028187659773458,442.7696476650235,37319.64286686329,18892.549906944314,18892.549906944314
2024-07-29,2024-07-29 00:00:00-04:00,2024-07-30 00:00:00-04:00,38.34000015258789,37.97999954223633,492,18865.166403080748,18684.291158802796,-0.009389687243578767,-0.009587789495904678,-180.87524427795142,37576.84106574711,18711.674662666363,18711.674662666363
2024-07-30,2024-07-30 00:00:00-04:00,2024-07-31 00:00:00-04:00,37.54999923706055,37.869998931884766,498,18701.769610018157,18857.373542131805,0.008521962751690022,0.008320278527562161,155.60393211364863,37569.048204798164,18867.27859478001,18867.27859478001
2024-07-31,2024-07-31 00:00:00-04:00,2024-08-01 00:00:00-04:00,37.18000030517578,36.79999923706055,507,18852.145180739593,18655.73385322838,-0.010220577326416399,-0.01041851341734196,-196.41132751121404,37523.01244800839,18670.867267268797,18670.867267268797
2024-08-01,2024-08-01 00:00:00-04:00,2024-08-02 00:00:00-04:00,36.06999969482422,36.93000030517578,517,18650.05466120834,19090.9008767601,0.02384254553999806,0.02363779750569356,440.8462155517591,37761.7681440289,19111.713482820556,19111.713482820556
2024-08-02,2024-08-02 00:00:00-04:00,2024-08-05 00:00:00-04:00,35.61000061035156,28.350000381469727,536,19088.869023181152,15194.080644447327,-0.20387531885555227,-0.2040345278708796,-3894.788378733825,34305.79412726789,15216.925104086731,15216.925104086731
2024-08-05,2024-08-05 00:00:00-04:00,2024-08-06 00:00:00-04:00,30.479999542236328,31.43000030517578,499,15211.040723553086,15682.001795267486,0.031168004501543087,0.03096179152194069,470.96107171440053,30898.926899354217,15687.886175801132,15687.886175801132
2024-08-06,2024-08-06 00:00:00-04:00,2024-08-07 00:00:00-04:00,32.34000015258789,32.650001525878906,485,15686.468564012528,15833.667214977264,0.0095856948617302,0.009383797912452713,147.19865096473586,31521.553390778397,15835.084826765868,15835.084826765868
2024-08-07,2024-08-07 00:00:00-04:00,2024-08-08 00:00:00-04:00,31.190000534057617,32.90999984741211,507,15814.911603794288,16683.701385645676,0.05514585713060042,0.05493484905998145,868.7897818513884,32518.78621241154,16703.874608617254,16703.874608617254
2024-08-08,2024-08-08 00:00:00-04:00,2024-08-09 00:00:00-04:00,33.880001068115234,34.40999984741211,492,16670.627421565245,16928.026952934266,0.015643410938249985,0.015440302566899626,257.39953136902113,33631.90156155152,16961.274139986275,16961.274139986275
2024-08-09,2024-08-09 00:00:00-04:00,2024-08-12 00:00:00-04:00,34.599998474121094,33.93000030517578,490,16955.69465224457,16624.03757952118,-0.0193641097830231,-0.019560217350309748,-331.6570727233884,33585.31171950746,16629.617067262887,16629.617067262887
2024-08-12,2024-08-12 00:00:00-04:00,2024-08-13 00:00:00-04:00,33.63999938964844,33.56999969482422,494,16619.821514456176,16581.92149125824,-0.002080847089603657,-0.0022804109637983233,-37.90002319793712,33211.538558521126,16591.71704406495,16591.71704406495
2024-08-13,2024-08-13 00:00:00-04:00,2024-08-14 00:00:00-04:00,34.63999938964844,34.6349983215332,478,16559.575500222778,16553.873644773103,-0.0001443726386649088,-0.0003443237690240696,-5.7018554496753495,33145.590688838056,16586.015188615274,16586.015188615274
2024-08-14,2024-08-14 00:00:00-04:00,2024-08-15 00:00:00-04:00,33.560001373291016,33.720001220703125,494,16580.298542473603,16656.01483496704,0.004767575711109669,0.004566642289309597,75.71629249343823,33242.030023582316,16661.731481108713,16661.731481108713
2024-08-15,2024-08-15 00:00:00-04:00,2024-08-16 00:00:00-04:00,32.5,33.36000061035156,512,16641.664,17078.61228046875,0.02646155724158654,0.026256285457316675,436.94828046875045,33740.34376157746,17098.679761577463,17098.679761577463
2024-08-16,2024-08-16 00:00:00-04:00,2024-08-19 00:00:00-04:00,34.029998779296875,33.470001220703125,502,17084.767693145754,16800.26041873169,-0.0164559970226752,-0.016652686154357547,-284.50727441406343,33898.94018030915,16814.1724871634,16814.1724871634
2024-08-19,2024-08-19 00:00:00-04:00,2024-08-20 00:00:00-04:00,33.619998931884766,34.52000045776367,500,16811.680465888978,17258.274228858947,0.026769826129451675,0.026564492697568887,446.59376296996925,34072.44671602234,17260.76625013337,17260.76625013337
2024-08-20,2024-08-20 00:00:00-04:00,2024-08-21 00:00:00-04:00,33.91999816894531,33.880001068115234,508,17233.0822057312,17209.31943854828,-0.0011791598758603874,-0.001378904069465798,-23.76276718292138,34470.08568868165,17237.003482950448,17237.003482950448
2024-08-21,2024-08-21 00:00:00-04:00,2024-08-22 00:00:00-04:00,35.130001068115234,34.65999984741211,490,17215.421893428804,16981.70158523941,-0.01337891279285239,-0.013576217279845178,-233.7203081893931,34218.705068189855,17003.283174761054,17003.283174761054
2024-08-22,2024-08-22 00:00:00-04:00,2024-08-23 00:00:00-04:00,34.349998474121094,34.80500030517578,494,16970.59613614044,17191.95078374176,0.013246050983014767,0.013043422035712874,221.354647601318,34195.23395850281,17224.637822362372,17224.637822362372
2024-08-23,2024-08-23 00:00:00-04:00,2024-08-26 00:00:00-04:00,36.279998779296875,36.34000015258789,474,17198.439093328856,17223.437556319426,0.0016538416568320094,0.0014535309195743802,24.99846299057026,34448.075378681795,17249.636285352943,17249.636285352943
2024-08-26,2024-08-26 00:00:00-04:00,2024-08-27 00:00:00-04:00,36.09000015258789,35.560001373291016,477,17216.6515657917,16960.42444299431,-0.014685474565144067,-0.014882517765910779,-256.2271227973906,34210.06072834725,16993.409162555552,16993.409162555552
2024-08-27,2024-08-27 00:00:00-04:00,2024-08-28 00:00:00-04:00,35.380001068115234,34.099998474121094,480,16984.09875274658,16366.362467651368,-0.036178704221343005,-0.03637144920600012,-617.7362850952122,33359.77163020692,16375.67287746034,16375.67287746034
2024-08-28,2024-08-28 00:00:00-04:00,2024-08-29 00:00:00-04:00,33.52000045776367,34.29999923706055,488,16359.39599941101,16736.72578772278,0.023269653002532018,0.02306501953527829,377.3297883117684,33112.39866518312,16753.00266577211,16753.00266577211
2024-08-29,2024-08-29 00:00:00-04:00,2024-08-30 00:00:00-04:00,33.689998626708984,33.900001525878906,497,16745.603710406114,16846.61592828598,0.006233389959340466,0.006032163404004069,101.01221787986651,33599.61859405809,16854.014883651977,16854.014883651977
2024-08-30,2024-08-30 00:00:00-04:00,2024-09-03 00:00:00-04:00,33.369998931884766,33.63999938964844,505,16853.53464554787,16986.500871803284,0.008091113767033675,0.007889515704086492,132.96622625541568,33840.51575545526,16986.981109907392,16986.981109907392
2024-09-03,2024-09-03 00:00:00-04:00,2024-09-04 00:00:00-04:00,32.97999954223633,32.099998474121094,515,16986.398234228134,16529.846064250945,-0.02668287084080301,-0.026877514802238753,-456.5521699771889,33516.82717415834,16530.428939930203,16530.428939930203
2024-09-04,2024-09-04 00:00:00-04:00,2024-09-05 00:00:00-04:00,33.040000915527344,32.22999954223633,500,16521.652457809447,16113.388271141052,-0.024515779383963356,-0.02471085672035288,-408.26418666839527,32643.817211071255,16122.164753261808,16122.164753261808
2024-09-05,2024-09-05 00:00:00-04:00,2024-09-06 00:00:00-04:00,31.850000381469727,32.28499984741211,506,16117.711803042985,16334.576301798248,0.013657753869147981,0.01345504258950206,216.8644987552634,32456.741055060054,16339.029252017071,16339.029252017071
2024-09-06,2024-09-06 00:00:00-04:00,2024-09-09 00:00:00-04:00,30.40999984741211,31.520000457763672,537,16331.802935052108,16924.54762179451,0.03650117119109501,0.0362938916848075,592.7446867424023,33263.57687381158,16931.773938759474,16931.773938759474
2024-09-09,2024-09-09 00:00:00-04:00,2024-09-10 00:00:00-04:00,32.5099983215332,32.40999984741211,520,16906.889647109987,16851.51460066223,-0.003075929845707163,-0.003275294723250401,-55.375046447756176,33783.2885394217,16876.398892311718,16876.398892311718
2024-09-10,2024-09-10 00:00:00-04:00,2024-09-11 00:00:00-04:00,33.0,32.33000183105469,511,16864.6863,16518.97887257538,-0.02030297481652462,-0.02049889462958006,-345.70742742462244,33395.3777648871,16530.691464887095,16530.691464887095
2024-09-11,2024-09-11 00:00:00-04:00,2024-09-12 00:00:00-04:00,32.79999923706055,32.869998931884766,503,16500.04945620308,16531.956101791762,0.0021341370869645162,0.0019337303002256888,31.906645588682295,33062.64756667886,16562.598110475778,16562.598110475778
2024-09-12,2024-09-12 00:00:00-04:00,2024-09-13 00:00:00-04:00,33.25,32.880001068115234,498,16560.15585,16372.603107868195,-0.011127787425105734,-0.011325542092153912,-187.55274213180383,32935.20121834397,16375.045368343974,16375.045368343974
2024-09-13,2024-09-13 00:00:00-04:00,2024-09-16 00:00:00-04:00,34.040000915527344,33.310001373291016,481,16374.87776441269,16020.508449486924,-0.021445344377277582,-0.021641035739265877,-354.36931492576514,32395.5538178309,16020.676053418209,16020.676053418209
2024-09-16,2024-09-16 00:00:00-04:00,2024-09-17 00:00:00-04:00,32.97999954223633,33.7599983215332,485,15996.899307962418,16371.96182602501,0.023650660707194914,0.023445951046019625,375.06251806259206,32392.637879443217,16395.7385714808,16395.7385714808
2024-09-17,2024-09-17 00:00:00-04:00,2024-09-18 00:00:00-04:00,34.099998474121094,34.08000183105469,480,16369.636067504882,16356.76503881836,-0.0005864118463694932,-0.0007862745777270293,-12.87102868652255,32752.503610299158,16382.867542794278,16382.867542794278
2024-09-18,2024-09-18 00:00:00-04:00,2024-09-19 00:00:00-04:00,34.150001525878906,36.029998779296875,479,16359.486515969085,17256.643578341675,0.05505116162273975,0.054840172489328556,897.1570623725893,33639.51112113595,17280.024605166866,17280.024605166866
2024-09-19,2024-09-19 00:00:00-04:00,2024-09-20 00:00:00-04:00,36.0099983215332,35.849998474121094,479,17250.514074934006,17170.432054177094,-0.004443206189110898,-0.004642297638728115,-80.08202075691224,34450.45665934396,17199.942584409953,17199.942584409953
2024-09-20,2024-09-20 00:00:00-04:00,2024-09-23 00:00:00-04:00,35.79999923706055,36.060001373291016,480,17185.71803375244,17307.069779113768,0.007262629658419426,0.007061197275725983,121.35174536132763,34507.012363523725,17321.29432977128,17321.29432977128
2024-09-23,2024-09-23 00:00:00-04:00,2024-09-24 00:00:00-04:00,36.040000915527344,36.13999938964844,480,17300.93035949707,17345.464987060546,0.002774652374606649,0.0025741174976194247,44.53462756347653,34666.75931683183,17365.828957334757,17365.828957334757
2024-09-24,2024-09-24 00:00:00-04:00,2024-09-25 00:00:00-04:00,36.63999938964844,36.150001525878906,473,17332.452783274843,17097.24082666855,-0.013373304364954925,-0.01357060997352114,-235.21195660629382,34463.06978400331,17130.617000728464,17130.617000728464
2024-09-25,2024-09-25 00:00:00-04:00,2024-09-26 00:00:00-04:00,35.970001220703125,36.654998779296875,476,17123.432753112793,17446.034641003418,0.019043578964336772,0.018839790627377614,322.6018878906252,34576.65164173188,17453.21888861909,17453.21888861909
2024-09-26,2024-09-26 00:00:00-04:00,2024-09-27 00:00:00-04:00,36.84000015258789,37.41999816894531,473,17427.06260418129,17697.889167997742,0.015743702876089127,0.015540574448356687,270.8265638164521,35151.10805661683,17724.04545243554,17724.04545243554
