strategy,analysis_period_days,analysis_period_years,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,ibit_contribution_annual,strc_dividend_contribution_annual,strc_price_contribution_annual,strc_total_contribution_annual,strc_capture_rate,theoretical_strc_yield,theoretical_combined_return
IBIT Overnight + STRC Dividend,134,0.3668720054757016,-0.1964527623261855,-0.44908422020461636,0.3506126494075661,-1.3378987352488079,-0.26635452461289155,0.45161290322580644,-0.09532589258442103,0.07643551245894153,-0.4137801352998022,-0.377945851583149,-3.5157753635641766,0.1075,0.012174107415578964
