total_trades,winning_trades,losing_trades,win_rate,total_return,annualized_return,final_portfolio_value,volatility,sharpe_ratio,max_drawdown,calmar_ratio,avg_return_per_trade,avg_gross_return_per_trade,avg_win,avg_loss,profit_factor,best_trade,worst_trade,start_date,end_date,days_traded,years_traded,yearly_returns,monthly_returns,gross_vs_net_impact
481,263,218,0.5467775467775468,1.8375037395491494,0.7232003144597334,28375.037395491494,0.38846295904056777,1.8102120114528015,-0.20379064296013202,3.5487415121469272,0.0024776539345395887,0.0026781695168847054,0.018174857631076582,-0.01645979823146605,1.3321274123862292,0.10562435475374099,-0.2040345278708796,2024-01-12 00:00:00-05:00,2025-12-12 00:00:00-05:00,700,1.9164955509924708,"{2024: 1.0048686017916342, 2025: 0.18688294072190795}","{(2024, 1): -0.028439536314447435, (2024, 2): 0.2616243768381653, (2024, 3): 0.2247150046674357, (2024, 4): -0.08088757841447348, (2024, 5): 0.13641188377272723, (2024, 6): 0.02912053871708729, (2024, 7): 0.13890307655938264, (2024, 8): -0.08415967294120033, (2024, 9): 0.02840807228848604, (2024, 10): 0.08479022433318792, (2024, 11): 0.21360639559620967, (2024, 12): 0.08077581668907352, (2025, 1): 0.033895054646831034, (2025, 2): -0.06803618786240939, (2025, 3): 0.07013187713586241, (2025, 4): 0.01871306113936335, (2025, 5): 0.0679074044925808, (2025, 6): 0.03982955810236723, (2025, 7): 0.09332955963409578, (2025, 8): -0.07202608113786879, (2025, 9): 0.05651864996864222, (2025, 10): 0.022985789522046593, (2025, 11): -0.038156575386809256, (2025, 12): -0.03820916953279404}",0.00020051558234511664
